1911.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,
1911.000000,573.178284,344.945526,306.008972,299.366364,298.233154,298.039825,298.006805,298.001190,298.000214,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,298.000061,
1911.000000,801.410339,612.114258,579.820374,574.310974,573.371094,573.210754,573.183472,573.178772,573.177979,573.177856,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,573.177795,
1911.000000,990.704346,833.702271,806.917786,802.348450,801.568909,801.435913,801.413208,801.409363,801.408691,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,801.408630,
1911.000000,1147.702271,1017.484863,995.269958,991.480042,990.833435,990.723083,990.704346,990.701111,990.700562,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700439,990.700500,
1911.000000,1277.913574,1169.910522,1151.485352,1148.342163,1147.805908,1147.714478,1147.698853,1147.696045,1147.695679,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695557,1147.695679,
1911.000000,1385.907715,1296.328613,1281.046753,1278.439819,1277.995117,1277.919189,1277.906250,1277.904053,1277.903687,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903564,1277.903687,
1911.000000,1475.474976,1401.176270,1388.501221,1386.338867,1385.969971,1385.906982,1385.896362,1385.894409,1385.894165,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894043,1385.894165,
1911.000000,1549.758545,1488.132690,1477.619629,1475.826172,1475.520264,1475.468140,1475.459106,1475.457520,1475.457397,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457275,1475.457397,
1911.000000,1611.366577,1560.250977,1551.530884,1550.043213,1549.789551,1549.746216,1549.738892,1549.737549,1549.737427,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737183,1549.737305,
